Dataset,Base RMSE,Base NRMSE,Offline RMSE,Offline NRMSE,Online RMSE,Online NRMSE,Periodic RMSE,Periodic NRMSE,Online Runtime,Periodic Runtime
kdd-T3,10.138887814660348,0.04874465295509783,10.19559485513665,0.049017282957387734,10.19559485513665,0.049017282957387734,10.132982370059436,0.04871626139451652,0.8148648738861084,77.52618908882141
nn5-T5,8.451273309767688,0.11883655734101391,8.098999226072436,0.11388309792580129,8.098999226072436,0.11388309792580129,7.7043997235809085,0.10833448475405912,0.13553118705749512,14.116847038269043
nn5-T4,7.773294705661569,0.1429087218424909,7.307167609938643,0.1343391731519725,7.307167609938643,0.1343391731519725,6.690701280070856,0.1230057014908284,1.2601490020751953,12.462658882141113
kdd-T2,59.48869998385798,0.02738890422829557,59.891588526751406,0.027574396190953684,60.0093732681564,0.027628624893258014,59.71261554249356,0.027491996106120423,18.22161293029785,98.99153184890747
nn5-T6,8.533886003363477,0.14151609786071143,8.380852085983182,0.13897836032596322,8.380852085983182,0.13897836032596322,8.3038989751639,0.13770225891599644,0.15321612358093262,4.901408910751343
nn5-T7,6.407525649305798,0.13483895312109062,6.383014442910928,0.13432314318276015,6.383014442910928,0.13432314318276015,6.366826759223812,0.13398249213564925,0.14270997047424316,9.661401987075806
kdd-T1,13.814075703147417,0.01942907975126219,13.636594723840831,0.019179458120732535,13.655311290745162,0.01920578240611134,13.664418703196755,0.01921859170632455,13.581168174743652,106.85658597946167
kdd-T5,9.701289454111153,0.0267991421384286,9.580624114414489,0.026465812470758257,9.580624114414489,0.026465812470758257,9.56279214919761,0.02641655289833594,0.8095989227294922,90.5494692325592
nn5-T3,8.46690901447373,0.13320515051533258,7.75703257470281,0.12203706097458875,7.75703257470281,0.12203706097458875,7.191629958625554,0.11314189740927967,0.11896395683288574,4.680298089981079
nn5-T2,5.058270843212847,0.1084508023996046,5.035025529491762,0.10795241609265845,5.035025529491762,0.10795241609265845,4.76031159311836,0.10206246916148032,0.15740585327148438,5.074312925338745
kdd-T4,0.21838122804948865,0.021838122804948866,0.21049305355041223,0.021049305355041223,0.21049305355041223,0.021049305355041223,0.20977263500293505,0.020977263500293504,0.941704273223877,77.07261371612549
traffic-T4,0.02670236648174399,0.05397688797603394,0.02429988998664334,0.049120456815531316,0.02429988998664334,0.049120456815531316,0.02288043702847577,0.04625113609960738,2.2869770526885986,126.26244521141052
sunspot-T1,32.10253441334286,0.06080025457072511,31.61052787052644,0.059868423997209166,31.553230310135042,0.05975990589040728,31.553432236058928,0.05976028832586918,50.984780073165894,167.90161895751953
traffic-T5,0.013310851692532807,0.03271283286442076,0.012546027477766595,0.030833196062341105,0.012546027477766595,0.030833196062341105,0.012364416580058756,0.030386867977534423,1.925718069076538,107.21453809738159
weather-T2804,3.602590240160028,0.10595853647529495,3.506736202622198,0.10313930007712348,3.506736202622198,0.10313930007712348,3.508693771380179,0.10319687562882879,0.7552609443664551,72.74984622001648
traffic-T7,0.01887981899180153,0.05215419610994898,0.01820286313622918,0.050284152310025365,0.01820286313622918,0.050284152310025365,0.017733018738905287,0.0489862396102356,2.7378640174865723,106.29692316055298
tourism-T304,476.76264712736895,0.29723357052828486,454.79890465658053,0.2835404642497385,444.04329073378153,0.27683496928539997,406.2219934743291,0.2532556069041952,0.9477963447570801,4.372813701629639
traffic-T6,0.022050045393787153,0.04322690726090404,0.020238129721206463,0.03967482791846003,0.020238129721206463,0.03967482791846003,0.019911508921093436,0.03903452052753075,2.249314785003662,118.5031111240387
weather-T2801,3.760907824152885,0.11643677474157538,3.679616766329716,0.11392002372537818,3.679616766329716,0.11392002372537818,3.668312480539346,0.11357004583713144,0.8203020095825195,107.96414089202881
traffic-T2,0.02091081256878679,0.046468472375081754,0.020241573204443003,0.04498127378765112,0.020241573204443003,0.04498127378765112,0.02032330760182782,0.045162905781839596,5.594131946563721,108.52337694168091
Weather-T2961,3.8822252748713906,0.12984031019636758,3.8304782480320974,0.1281096404024113,3.8304782480320974,0.1281096404024113,3.8484844139554184,0.12871185330954577,0.34892988204956055,35.38124394416809
tourism-T301,284.69247973615126,0.2645840889741183,278.7656350168627,0.25907586897477947,267.4511240362166,0.2485605241972273,258.9401549344601,0.2406507016119518,1.5338428020477295,3.371013879776001
Weather-T2960,4.026064214544252,0.13465097707505858,3.888740579313643,0.13005821335497134,3.888740579313643,0.13005821335497134,3.894305431928289,0.13024432882703307,0.8265242576599121,74.25574588775635
traffic-T3,0.03819113851505313,0.09090963702702484,0.036940696771594575,0.08793310347915871,0.036940696771594575,0.08793310347915871,0.03695315248858949,0.08796275288881099,3.0756611824035645,123.92450881004333
weather-T2800,3.731928356271645,0.11343247283500439,3.6549239142787107,0.11109191228810669,3.6549239142787107,0.11109191228810669,3.653451287126484,0.11104715158439159,1.864872932434082,86.87635207176208
traffic-T1,0.02380847440157046,0.050154780706910596,0.023763257096920943,0.05005952622060447,0.023763257096920943,0.05005952622060447,0.023605974683996576,0.049728196090155,2.2594449520111084,105.01906514167786
weather-T2803,5.014101971406844,0.14449861589068716,4.829311348127097,0.13917323769818724,4.829311348127097,0.13917323769818724,4.828444759444675,0.13914826396094168,1.843461275100708,75.28361701965332
pedestrian-T5,247.02571482217877,0.0334225023436854,237.0633097155801,0.03207459203295631,237.0633097155801,0.03207459203295631,234.5088418771325,0.03172897332933737,1.6595699787139893,149.3073787689209
pedestrian-T4,230.02370869484088,0.028567276290963846,220.09353385444186,0.02733402059791876,220.09353385444186,0.02733402059791876,221.0099278039362,0.027447830079972205,2.736335039138794,174.4154601097107
